region,type_etablissement,filiere,niveau_etude,moyenne_semestre_1,moyenne_semestre_2,taux_absence,modules_non_valides,participation,bourse,distance_logement_km,acces_internet,activite_professionnelle,historique_redoublement,situation_academique,decrochage
Casablanca-Settat,UNIVERSITE_PUBLIQUE,MEDECINE,M2,13.11,12.2,22.5,6,MOYENNE,NON,2.0,OUI,NON,NON,NORMALE,0
Tanger-Tétouan-Al Hoceïma,IUT,INGENIERIE,M2,10.47,9.25,20.9,3,ELEVEE,OUI,7.8,OUI,NON,NON,NORMALE,0
Marrakech-Safi,UNIVERSITE_PUBLIQUE,ECONOMIE,M2,18.14,16.71,23.2,3,FAIBLE,NON,3.2,OUI,NON,NON,NORMALE,0
Fès-Meknès,IUT,LETTRES,L1,14.02,17.63,10.9,5,FAIBLE,NON,0.8,OUI,OUI,OUI,DIFFICULTE,1
Tanger-Tétouan-Al Hoceïma,ECOLE_INGENIEUR,DROIT,L2,12.5,12.47,58.6,0,MOYENNE,NON,14.8,OUI,OUI,NON,NORMALE,1
Marrakech-Safi,IUT,DROIT,L2,14.44,12.61,14.3,2,MOYENNE,NON,1.2,OUI,NON,NON,NORMALE,0
Laâyoune-Sakia El Hamra,ECOLE_INGENIEUR,MEDECINE,M2,18.17,19.23,9.9,3,ELEVEE,NON,0.8,OUI,NON,NON,REORIENTATION,0
Fès-Meknès,ECOLE_INGENIEUR,LETTRES,L3,11.66,10.97,50.8,1,FAIBLE,NON,17.9,OUI,NON,NON,NORMALE,0
Tanger-Tétouan-Al Hoceïma,ECOLE_INGENIEUR,DROIT,L3,12.94,13.01,21.6,7,FAIBLE,NON,19.5,OUI,OUI,OUI,REORIENTATION,1
Oriental,UNIVERSITE_PUBLIQUE,ECONOMIE,L1,12.41,11.3,19.9,5,FAIBLE,NON,19.5,OUI,NON,NON,DIFFICULTE,0
Casablanca-Settat,IUT,SCIENCES,L1,11.93,10.02,14.4,4,FAIBLE,OUI,1.4,OUI,OUI,NON,REORIENTATION,0
Guelmim-Oued Noun,FACULTE,LETTRES,L3,12.8,13.0,33.5,6,MOYENNE,NON,7.3,OUI,NON,NON,REDOUBLEMENT,0
Casablanca-Settat,UNIVERSITE_PUBLIQUE,INGENIERIE,M2,11.58,12.35,18.5,2,ELEVEE,NON,1.7,NON,OUI,NON,NORMALE,1
Laâyoune-Sakia El Hamra,ECOLE_INGENIEUR,DROIT,L1,12.35,12.07,5.9,1,MOYENNE,OUI,5.9,NON,NON,NON,DIFFICULTE,1
Casablanca-Settat,FACULTE,SCIENCES,L1,8.07,6.32,3.8,2,MOYENNE,OUI,52.8,NON,OUI,NON,NORMALE,1
Casablanca-Settat,FACULTE,INGENIERIE,M2,9.35,12.76,18.6,7,FAIBLE,NON,11.7,OUI,NON,NON,NORMALE,1
Laâyoune-Sakia El Hamra,FACULTE,DROIT,L1,11.28,8.65,20.5,2,ELEVEE,NON,11.6,OUI,NON,OUI,DIFFICULTE,1
Béni Mellal-Khénifra,FACULTE,SCIENCES,L2,6.1,4.2,36.1,2,MOYENNE,OUI,15.9,OUI,NON,NON,NORMALE,1
Dakhla-Oued Ed-Dahab,IUT,MEDECINE,M1,8.36,7.64,6.0,5,MOYENNE,OUI,66.5,OUI,OUI,NON,NORMALE,1
Dakhla-Oued Ed-Dahab,ECOLE_INGENIEUR,LETTRES,L3,10.32,11.08,26.4,6,MOYENNE,OUI,51.2,NON,OUI,NON,NORMALE,1
Tanger-Tétouan-Al Hoceïma,UNIVERSITE_PUBLIQUE,ECONOMIE,L1,8.76,10.31,7.4,3,FAIBLE,OUI,4.1,NON,OUI,NON,REDOUBLEMENT,1
Guelmim-Oued Noun,UNIVERSITE_PUBLIQUE,SCIENCES,L1,12.24,11.47,11.7,2,ELEVEE,OUI,4.0,OUI,NON,NON,NORMALE,0
Casablanca-Settat,FACULTE,ECONOMIE,L1,14.78,12.69,22.3,3,FAIBLE,NON,5.8,NON,NON,NON,REORIENTATION,0
Oriental,UNIVERSITE_PRIVEE,MEDECINE,M1,7.67,4.32,8.7,6,MOYENNE,OUI,2.0,OUI,OUI,NON,NORMALE,1
Souss-Massa,UNIVERSITE_PRIVEE,MEDECINE,L1,8.73,7.94,19.0,1,MOYENNE,NON,22.0,OUI,NON,NON,REORIENTATION,1
Rabat-Salé-Kénitra,UNIVERSITE_PRIVEE,ECONOMIE,L1,11.06,10.59,16.9,6,MOYENNE,OUI,1.4,OUI,NON,NON,REDOUBLEMENT,1
Dakhla-Oued Ed-Dahab,IUT,INFORMATIQUE,M1,9.1,9.44,9.0,0,MOYENNE,NON,3.7,NON,NON,NON,NORMALE,0
Guelmim-Oued Noun,ECOLE_INGENIEUR,DROIT,L1,9.59,9.21,12.1,5,MOYENNE,OUI,4.8,OUI,NON,OUI,NORMALE,0
Souss-Massa,IUT,INGENIERIE,L1,11.48,11.78,8.5,0,MOYENNE,OUI,7.7,OUI,NON,NON,REORIENTATION,0
Dakhla-Oued Ed-Dahab,FACULTE,LETTRES,M1,18.86,20.0,11.4,0,FAIBLE,OUI,10.7,OUI,OUI,NON,REDOUBLEMENT,0
Casablanca-Settat,UNIVERSITE_PUBLIQUE,MEDECINE,M1,7.75,7.76,31.4,0,FAIBLE,NON,5.8,NON,NON,NON,NORMALE,1
Rabat-Salé-Kénitra,UNIVERSITE_PUBLIQUE,DROIT,L1,13.9,15.73,20.7,0,MOYENNE,OUI,6.5,NON,NON,NON,NORMALE,0
Laâyoune-Sakia El Hamra,ECOLE_INGENIEUR,MEDECINE,L3,10.76,12.12,17.1,5,MOYENNE,NON,7.1,OUI,NON,NON,NORMALE,0
Béni Mellal-Khénifra,ECOLE_INGENIEUR,SCIENCES,L2,10.96,10.21,22.7,0,MOYENNE,NON,7.3,OUI,NON,OUI,NORMALE,0
Casablanca-Settat,IUT,SCIENCES,M2,9.03,10.1,15.0,3,FAIBLE,NON,5.7,NON,OUI,NON,NORMALE,1
Rabat-Salé-Kénitra,FACULTE,INFORMATIQUE,L3,12.38,15.7,14.1,7,MOYENNE,OUI,10.9,OUI,OUI,NON,NORMALE,1
Marrakech-Safi,IUT,LETTRES,L1,11.27,12.34,45.1,4,MOYENNE,OUI,8.3,OUI,NON,OUI,NORMALE,0
Casablanca-Settat,FACULTE,ECONOMIE,M1,10.48,9.29,11.8,4,MOYENNE,NON,9.7,OUI,NON,NON,NORMALE,0
Oriental,ECOLE_INGENIEUR,ECONOMIE,L3,16.19,16.59,15.0,6,ELEVEE,OUI,12.9,OUI,OUI,NON,NORMALE,1
Marrakech-Safi,ECOLE_INGENIEUR,MEDECINE,L3,8.84,8.92,14.3,6,MOYENNE,NON,11.6,OUI,OUI,NON,NORMALE,1
Dakhla-Oued Ed-Dahab,IUT,SCIENCES,L2,9.87,9.91,48.3,2,MOYENNE,NON,11.1,NON,NON,OUI,NORMALE,1
Marrakech-Safi,UNIVERSITE_PRIVEE,INFORMATIQUE,M1,8.93,6.71,39.9,6,ELEVEE,OUI,14.8,OUI,NON,NON,NORMALE,1
Casablanca-Settat,IUT,LETTRES,L1,8.06,6.12,12.2,0,MOYENNE,NON,17.4,OUI,NON,NON,NORMALE,0
Tanger-Tétouan-Al Hoceïma,FACULTE,DROIT,M2,8.84,9.31,12.8,2,MOYENNE,OUI,6.8,OUI,NON,OUI,NORMALE,1
Oriental,IUT,INGENIERIE,L1,9.63,9.77,17.5,7,ELEVEE,NON,12.5,NON,OUI,NON,NORMALE,1
Casablanca-Settat,UNIVERSITE_PUBLIQUE,MEDECINE,M1,9.77,11.47,38.0,2,FAIBLE,OUI,18.7,OUI,NON,NON,DIFFICULTE,1
Laâyoune-Sakia El Hamra,UNIVERSITE_PRIVEE,INGENIERIE,M1,13.17,12.44,12.8,5,ELEVEE,OUI,16.9,OUI,NON,NON,NORMALE,0
Laâyoune-Sakia El Hamra,IUT,INFORMATIQUE,M1,7.16,4.43,26.3,5,MOYENNE,OUI,4.9,NON,OUI,NON,DIFFICULTE,1
Guelmim-Oued Noun,UNIVERSITE_PRIVEE,DROIT,M2,9.73,10.92,11.4,0,MOYENNE,NON,10.3,OUI,NON,NON,NORMALE,0
Fès-Meknès,UNIVERSITE_PRIVEE,ECONOMIE,L2,13.46,12.65,3.3,6,MOYENNE,OUI,6.3,NON,OUI,NON,NORMALE,0
Drâa-Tafilalet,ECOLE_INGENIEUR,MEDECINE,L2,16.44,15.19,8.1,6,ELEVEE,NON,2.1,OUI,NON,NON,DIFFICULTE,0
Marrakech-Safi,ECOLE_INGENIEUR,ECONOMIE,M2,12.1,11.32,10.8,2,MOYENNE,NON,7.8,NON,NON,OUI,NORMALE,0
Béni Mellal-Khénifra,UNIVERSITE_PRIVEE,SCIENCES,L3,16.42,16.85,7.7,7,MOYENNE,NON,19.7,OUI,NON,NON,DIFFICULTE,0
Laâyoune-Sakia El Hamra,UNIVERSITE_PUBLIQUE,MEDECINE,M2,13.55,16.1,26.7,5,FAIBLE,OUI,6.1,OUI,OUI,NON,NORMALE,0
Béni Mellal-Khénifra,UNIVERSITE_PRIVEE,DROIT,L1,11.69,7.27,7.8,3,ELEVEE,NON,39.6,OUI,NON,OUI,NORMALE,1
Casablanca-Settat,IUT,INGENIERIE,L3,11.43,10.92,16.8,2,MOYENNE,NON,10.9,OUI,NON,NON,NORMALE,0
Drâa-Tafilalet,ECOLE_INGENIEUR,LETTRES,L1,9.29,12.3,28.7,4,FAIBLE,NON,8.0,OUI,NON,NON,DIFFICULTE,1
Fès-Meknès,IUT,MEDECINE,L2,9.16,8.35,36.1,0,FAIBLE,NON,2.7,OUI,NON,NON,DIFFICULTE,1
Marrakech-Safi,UNIVERSITE_PRIVEE,INGENIERIE,L1,9.04,8.47,4.4,2,ELEVEE,OUI,6.3,OUI,NON,NON,NORMALE,0
Drâa-Tafilalet,FACULTE,ECONOMIE,L3,13.39,12.7,50.4,7,FAIBLE,NON,10.5,OUI,NON,NON,NORMALE,1
Rabat-Salé-Kénitra,IUT,LETTRES,L2,10.0,12.42,12.6,0,ELEVEE,NON,0.1,OUI,OUI,NON,NORMALE,1
Souss-Massa,UNIVERSITE_PRIVEE,MEDECINE,M2,11.35,11.25,53.5,1,FAIBLE,OUI,3.4,OUI,OUI,OUI,NORMALE,0
Laâyoune-Sakia El Hamra,FACULTE,DROIT,L2,15.74,14.04,11.3,0,ELEVEE,OUI,12.3,NON,NON,NON,REDOUBLEMENT,0
Marrakech-Safi,ECOLE_INGENIEUR,MEDECINE,L1,11.56,11.32,6.5,4,MOYENNE,NON,6.1,OUI,NON,NON,NORMALE,0
Guelmim-Oued Noun,UNIVERSITE_PRIVEE,INFORMATIQUE,L2,13.76,15.43,29.1,6,MOYENNE,OUI,0.7,OUI,NON,NON,NORMALE,0
Rabat-Salé-Kénitra,IUT,LETTRES,L1,10.56,9.26,34.2,4,MOYENNE,OUI,0.9,NON,NON,NON,NORMALE,1
Drâa-Tafilalet,ECOLE_INGENIEUR,MEDECINE,L2,11.34,12.72,7.2,6,MOYENNE,NON,2.6,OUI,OUI,NON,REDOUBLEMENT,1
Laâyoune-Sakia El Hamra,UNIVERSITE_PRIVEE,LETTRES,M2,8.77,8.76,15.1,4,MOYENNE,OUI,8.1,OUI,NON,NON,NORMALE,1
Guelmim-Oued Noun,IUT,MEDECINE,L2,13.55,12.44,6.4,4,FAIBLE,OUI,9.9,OUI,NON,OUI,NORMALE,1
Casablanca-Settat,FACULTE,LETTRES,M2,10.61,9.72,8.7,0,FAIBLE,OUI,12.7,OUI,NON,OUI,NORMALE,0
Fès-Meknès,FACULTE,DROIT,L1,14.89,15.65,45.3,0,FAIBLE,NON,3.3,OUI,NON,NON,NORMALE,0
Rabat-Salé-Kénitra,IUT,MEDECINE,M1,12.99,12.05,11.4,1,ELEVEE,OUI,22.6,OUI,NON,NON,NORMALE,0
Casablanca-Settat,IUT,LETTRES,L2,12.07,8.1,34.5,1,MOYENNE,NON,4.7,OUI,NON,OUI,NORMALE,1
Drâa-Tafilalet,UNIVERSITE_PUBLIQUE,INFORMATIQUE,L2,14.51,13.19,36.9,7,ELEVEE,NON,4.5,OUI,NON,NON,REDOUBLEMENT,1
Fès-Meknès,ECOLE_INGENIEUR,INGENIERIE,L3,10.65,9.06,26.7,5,ELEVEE,NON,0.0,OUI,NON,NON,DIFFICULTE,1
Casablanca-Settat,UNIVERSITE_PUBLIQUE,LETTRES,L1,7.45,7.18,9.2,3,FAIBLE,OUI,31.0,OUI,NON,OUI,DIFFICULTE,1
Casablanca-Settat,FACULTE,INFORMATIQUE,M1,16.39,15.73,22.4,3,FAIBLE,NON,4.3,OUI,NON,NON,DIFFICULTE,1
Marrakech-Safi,UNIVERSITE_PUBLIQUE,INGENIERIE,L3,12.71,13.95,18.2,1,MOYENNE,NON,17.6,OUI,NON,NON,NORMALE,0
Drâa-Tafilalet,ECOLE_INGENIEUR,LETTRES,M2,9.53,7.74,24.7,4,MOYENNE,NON,14.2,OUI,NON,NON,NORMALE,0
Rabat-Salé-Kénitra,IUT,SCIENCES,M1,11.05,10.04,23.9,1,ELEVEE,NON,10.7,OUI,NON,NON,REORIENTATION,0
Fès-Meknès,ECOLE_INGENIEUR,ECONOMIE,M2,11.49,10.36,31.4,4,MOYENNE,NON,9.0,OUI,OUI,OUI,NORMALE,1
Souss-Massa,UNIVERSITE_PUBLIQUE,INFORMATIQUE,M2,11.92,13.12,9.4,2,FAIBLE,NON,0.9,NON,NON,NON,DIFFICULTE,0
Laâyoune-Sakia El Hamra,UNIVERSITE_PRIVEE,LETTRES,L1,14.33,14.76,34.1,4,FAIBLE,NON,7.7,OUI,NON,NON,NORMALE,0
Casablanca-Settat,IUT,DROIT,M2,9.43,9.98,46.0,0,ELEVEE,NON,7.2,OUI,NON,NON,NORMALE,0
Béni Mellal-Khénifra,ECOLE_INGENIEUR,MEDECINE,M2,8.5,8.8,18.1,1,FAIBLE,OUI,1.5,OUI,OUI,NON,REDOUBLEMENT,1
Drâa-Tafilalet,IUT,LETTRES,L1,10.5,9.73,5.7,5,FAIBLE,OUI,5.3,OUI,OUI,OUI,DIFFICULTE,1
Drâa-Tafilalet,UNIVERSITE_PRIVEE,MEDECINE,L2,12.97,10.86,41.6,5,MOYENNE,OUI,16.5,NON,NON,NON,NORMALE,1
Drâa-Tafilalet,FACULTE,DROIT,L3,10.66,9.22,7.0,7,MOYENNE,OUI,8.7,OUI,NON,NON,NORMALE,0
Marrakech-Safi,UNIVERSITE_PUBLIQUE,DROIT,L2,15.39,16.62,7.1,5,ELEVEE,OUI,24.1,OUI,NON,NON,NORMALE,0
Fès-Meknès,UNIVERSITE_PRIVEE,INGENIERIE,L3,11.35,10.96,16.2,1,FAIBLE,OUI,0.7,NON,NON,NON,NORMALE,0
Laâyoune-Sakia El Hamra,UNIVERSITE_PRIVEE,INFORMATIQUE,L3,5.81,4.47,37.1,6,MOYENNE,OUI,3.2,NON,NON,NON,NORMALE,1
Souss-Massa,ECOLE_INGENIEUR,INGENIERIE,M1,12.42,12.8,7.3,4,FAIBLE,NON,1.8,OUI,NON,NON,NORMALE,0
Laâyoune-Sakia El Hamra,ECOLE_INGENIEUR,ECONOMIE,M1,3.69,4.99,24.0,4,ELEVEE,NON,6.4,OUI,OUI,NON,NORMALE,1
Souss-Massa,ECOLE_INGENIEUR,MEDECINE,L3,11.24,10.81,21.7,4,MOYENNE,OUI,16.3,NON,NON,NON,NORMALE,0
Guelmim-Oued Noun,UNIVERSITE_PUBLIQUE,SCIENCES,L2,6.89,7.93,3.6,6,MOYENNE,NON,7.5,NON,NON,NON,DIFFICULTE,1
Oriental,ECOLE_INGENIEUR,SCIENCES,L1,9.81,11.6,23.0,2,MOYENNE,NON,6.9,OUI,OUI,NON,NORMALE,0
Tanger-Tétouan-Al Hoceïma,UNIVERSITE_PRIVEE,DROIT,L3,10.43,9.36,31.7,5,MOYENNE,NON,29.5,NON,OUI,NON,NORMALE,1
Oriental,UNIVERSITE_PUBLIQUE,SCIENCES,L2,14.65,15.09,18.9,4,ELEVEE,NON,44.3,OUI,NON,NON,NORMALE,0
Fès-Meknès,IUT,ECONOMIE,L2,4.99,4.76,14.0,2,FAIBLE,NON,2.9,OUI,NON,OUI,REORIENTATION,1
Laâyoune-Sakia El Hamra,ECOLE_INGENIEUR,SCIENCES,L3,14.23,14.05,39.4,0,ELEVEE,NON,1.7,OUI,NON,NON,NORMALE,0
Laâyoune-Sakia El Hamra,FACULTE,SCIENCES,M1,10.98,12.23,4.1,7,ELEVEE,NON,10.5,NON,OUI,NON,NORMALE,0
Rabat-Salé-Kénitra,FACULTE,MEDECINE,L2,14.11,12.84,12.1,7,FAIBLE,OUI,3.9,NON,NON,NON,NORMALE,0
Casablanca-Settat,IUT,INGENIERIE,L3,12.3,11.5,38.0,6,MOYENNE,NON,33.7,OUI,OUI,NON,REORIENTATION,1
Béni Mellal-Khénifra,UNIVERSITE_PUBLIQUE,ECONOMIE,M2,8.13,9.61,16.1,7,MOYENNE,NON,0.9,NON,OUI,NON,NORMALE,1
Drâa-Tafilalet,ECOLE_INGENIEUR,MEDECINE,L2,10.38,12.3,34.6,7,ELEVEE,NON,13.1,OUI,OUI,NON,DIFFICULTE,1
Laâyoune-Sakia El Hamra,UNIVERSITE_PUBLIQUE,MEDECINE,L1,9.4,10.89,6.6,0,FAIBLE,OUI,4.2,NON,NON,NON,NORMALE,1
Fès-Meknès,IUT,INFORMATIQUE,M1,10.24,9.99,10.0,6,MOYENNE,NON,8.7,OUI,NON,OUI,NORMALE,0
Béni Mellal-Khénifra,UNIVERSITE_PUBLIQUE,INGENIERIE,M1,16.15,16.65,12.6,7,MOYENNE,OUI,17.0,OUI,OUI,NON,NORMALE,0
Fès-Meknès,FACULTE,LETTRES,L2,7.84,11.13,22.7,6,FAIBLE,NON,1.1,OUI,NON,NON,DIFFICULTE,1
Dakhla-Oued Ed-Dahab,UNIVERSITE_PRIVEE,INGENIERIE,L3,16.77,18.57,10.6,1,MOYENNE,OUI,12.9,OUI,OUI,NON,NORMALE,0
Souss-Massa,ECOLE_INGENIEUR,MEDECINE,M2,14.44,16.99,10.5,1,FAIBLE,NON,20.4,OUI,NON,NON,NORMALE,0
Drâa-Tafilalet,ECOLE_INGENIEUR,ECONOMIE,M2,15.13,16.73,19.3,2,ELEVEE,OUI,16.2,OUI,NON,NON,DIFFICULTE,0
Rabat-Salé-Kénitra,UNIVERSITE_PUBLIQUE,LETTRES,L2,5.15,2.71,11.8,4,FAIBLE,NON,2.3,OUI,NON,NON,NORMALE,1
Béni Mellal-Khénifra,FACULTE,MEDECINE,L3,7.89,8.28,23.6,6,MOYENNE,NON,12.3,OUI,NON,OUI,NORMALE,1
Oriental,ECOLE_INGENIEUR,DROIT,L1,8.82,10.29,27.1,7,MOYENNE,NON,0.4,OUI,NON,NON,DIFFICULTE,1
Souss-Massa,UNIVERSITE_PUBLIQUE,INFORMATIQUE,M2,12.3,12.52,19.3,5,FAIBLE,OUI,19.6,NON,NON,OUI,NORMALE,0
Fès-Meknès,UNIVERSITE_PRIVEE,INFORMATIQUE,L3,10.69,11.34,8.4,4,ELEVEE,NON,4.6,OUI,OUI,NON,NORMALE,0
Tanger-Tétouan-Al Hoceïma,UNIVERSITE_PUBLIQUE,INGENIERIE,L3,10.79,10.96,10.8,6,MOYENNE,NON,0.3,OUI,NON,NON,NORMALE,0
Souss-Massa,IUT,DROIT,L3,8.52,9.63,16.9,5,MOYENNE,OUI,0.2,OUI,NON,NON,DIFFICULTE,0
Drâa-Tafilalet,IUT,LETTRES,M2,11.59,11.08,15.8,2,ELEVEE,NON,23.8,OUI,NON,NON,NORMALE,1
Béni Mellal-Khénifra,FACULTE,MEDECINE,M2,10.36,9.68,31.1,2,FAIBLE,OUI,6.7,NON,NON,NON,REDOUBLEMENT,1
Béni Mellal-Khénifra,UNIVERSITE_PUBLIQUE,LETTRES,L2,12.43,11.58,13.2,4,MOYENNE,NON,2.7,NON,OUI,NON,REORIENTATION,0
Souss-Massa,ECOLE_INGENIEUR,LETTRES,L2,4.27,4.21,30.1,7,MOYENNE,OUI,0.2,NON,NON,NON,REDOUBLEMENT,1
Guelmim-Oued Noun,FACULTE,MEDECINE,M2,11.02,9.12,20.4,7,MOYENNE,NON,0.9,NON,NON,NON,REORIENTATION,1
Marrakech-Safi,ECOLE_INGENIEUR,DROIT,L2,12.28,15.68,13.8,6,ELEVEE,NON,10.7,OUI,NON,NON,NORMALE,0
Tanger-Tétouan-Al Hoceïma,IUT,MEDECINE,L1,16.26,14.86,15.2,7,FAIBLE,OUI,6.0,OUI,NON,NON,NORMALE,0
Rabat-Salé-Kénitra,IUT,LETTRES,L2,6.64,8.3,7.2,0,ELEVEE,OUI,23.7,OUI,NON,NON,REDOUBLEMENT,0
Marrakech-Safi,UNIVERSITE_PRIVEE,MEDECINE,L2,10.38,8.83,19.9,4,ELEVEE,NON,13.0,OUI,NON,NON,NORMALE,0
Drâa-Tafilalet,FACULTE,SCIENCES,L3,11.82,12.3,27.4,6,MOYENNE,OUI,25.1,NON,OUI,NON,DIFFICULTE,1
Souss-Massa,FACULTE,DROIT,L3,12.74,12.13,28.4,2,FAIBLE,OUI,7.5,OUI,NON,NON,NORMALE,0
Rabat-Salé-Kénitra,ECOLE_INGENIEUR,SCIENCES,L1,16.88,17.1,29.4,2,FAIBLE,NON,13.3,OUI,NON,NON,NORMALE,0
Béni Mellal-Khénifra,UNIVERSITE_PRIVEE,SCIENCES,M1,8.99,9.55,6.6,3,MOYENNE,NON,8.5,OUI,NON,NON,NORMALE,0
Dakhla-Oued Ed-Dahab,IUT,SCIENCES,M2,10.54,9.89,26.3,2,MOYENNE,OUI,10.8,OUI,OUI,NON,NORMALE,0
Guelmim-Oued Noun,ECOLE_INGENIEUR,INFORMATIQUE,M1,15.47,17.97,26.7,6,ELEVEE,NON,12.6,OUI,NON,NON,DIFFICULTE,0
Guelmim-Oued Noun,ECOLE_INGENIEUR,DROIT,L3,10.14,12.23,2.2,6,ELEVEE,NON,1.2,OUI,NON,OUI,NORMALE,0
Oriental,IUT,INGENIERIE,L3,16.51,15.76,34.9,6,MOYENNE,NON,6.3,OUI,NON,OUI,NORMALE,0
Béni Mellal-Khénifra,ECOLE_INGENIEUR,INGENIERIE,L1,4.16,1.41,20.6,2,MOYENNE,OUI,8.3,OUI,OUI,NON,NORMALE,1
Drâa-Tafilalet,FACULTE,LETTRES,L3,11.17,12.83,5.4,0,FAIBLE,NON,19.8,OUI,NON,OUI,REORIENTATION,0
Casablanca-Settat,ECOLE_INGENIEUR,ECONOMIE,M1,10.03,8.58,1.3,1,MOYENNE,OUI,2.6,OUI,NON,NON,DIFFICULTE,0
Laâyoune-Sakia El Hamra,ECOLE_INGENIEUR,LETTRES,L1,7.7,6.13,8.8,4,MOYENNE,NON,4.6,NON,NON,NON,NORMALE,0
Béni Mellal-Khénifra,ECOLE_INGENIEUR,DROIT,L2,15.69,13.91,13.5,0,ELEVEE,NON,13.0,OUI,NON,NON,NORMALE,0
Dakhla-Oued Ed-Dahab,IUT,LETTRES,M1,9.89,8.55,23.9,1,FAIBLE,OUI,4.0,NON,OUI,OUI,NORMALE,1
Casablanca-Settat,UNIVERSITE_PUBLIQUE,INFORMATIQUE,M1,10.72,11.61,6.7,3,MOYENNE,NON,24.3,OUI,NON,OUI,NORMALE,0
Guelmim-Oued Noun,UNIVERSITE_PRIVEE,DROIT,L2,14.57,11.93,32.4,7,ELEVEE,NON,15.6,OUI,NON,NON,REORIENTATION,1
Tanger-Tétouan-Al Hoceïma,UNIVERSITE_PUBLIQUE,INGENIERIE,M2,9.18,9.78,43.3,7,MOYENNE,NON,26.8,OUI,NON,NON,NORMALE,1
Fès-Meknès,UNIVERSITE_PUBLIQUE,ECONOMIE,L2,10.79,13.22,17.8,7,MOYENNE,NON,0.1,OUI,OUI,NON,NORMALE,0
Drâa-Tafilalet,ECOLE_INGENIEUR,DROIT,L1,15.66,16.27,25.6,0,FAIBLE,NON,7.2,NON,NON,NON,NORMALE,0
Oriental,FACULTE,INGENIERIE,L2,8.3,7.63,40.0,1,FAIBLE,NON,11.6,NON,NON,OUI,DIFFICULTE,1
Rabat-Salé-Kénitra,ECOLE_INGENIEUR,LETTRES,L1,12.19,12.49,16.5,3,MOYENNE,NON,17.2,NON,NON,OUI,NORMALE,1
Fès-Meknès,IUT,INGENIERIE,M1,12.59,13.46,12.2,5,MOYENNE,OUI,3.7,OUI,NON,NON,REORIENTATION,0
Drâa-Tafilalet,IUT,DROIT,M1,13.75,12.99,23.5,7,FAIBLE,NON,9.4,OUI,NON,NON,REDOUBLEMENT,1
Tanger-Tétouan-Al Hoceïma,FACULTE,INGENIERIE,M1,17.84,18.84,14.9,5,FAIBLE,NON,20.3,OUI,OUI,NON,NORMALE,0
Tanger-Tétouan-Al Hoceïma,IUT,DROIT,L2,10.58,11.48,67.5,2,MOYENNE,NON,5.0,OUI,OUI,NON,NORMALE,1
Casablanca-Settat,ECOLE_INGENIEUR,INGENIERIE,M1,13.13,12.4,32.3,4,ELEVEE,NON,7.3,OUI,NON,NON,DIFFICULTE,0
Drâa-Tafilalet,UNIVERSITE_PUBLIQUE,MEDECINE,L1,17.88,18.77,34.7,6,MOYENNE,NON,0.7,OUI,NON,NON,REORIENTATION,0
Casablanca-Settat,FACULTE,ECONOMIE,L3,13.51,13.9,27.5,0,FAIBLE,OUI,29.8,NON,NON,NON,NORMALE,0
Guelmim-Oued Noun,UNIVERSITE_PUBLIQUE,SCIENCES,L1,11.15,13.64,25.2,3,ELEVEE,NON,2.9,OUI,NON,NON,NORMALE,0
Tanger-Tétouan-Al Hoceïma,ECOLE_INGENIEUR,SCIENCES,L3,15.48,15.25,24.7,2,MOYENNE,NON,11.6,OUI,NON,NON,NORMALE,0
Laâyoune-Sakia El Hamra,UNIVERSITE_PRIVEE,DROIT,L2,6.28,5.93,2.6,6,ELEVEE,OUI,13.9,NON,OUI,NON,NORMALE,1
Laâyoune-Sakia El Hamra,UNIVERSITE_PUBLIQUE,LETTRES,L1,11.82,12.59,7.6,5,MOYENNE,OUI,13.7,OUI,NON,NON,REORIENTATION,0
Oriental,UNIVERSITE_PUBLIQUE,INGENIERIE,L2,10.78,10.16,30.7,7,MOYENNE,NON,10.9,OUI,NON,OUI,NORMALE,1
Béni Mellal-Khénifra,IUT,INFORMATIQUE,L2,17.02,17.01,36.9,7,MOYENNE,NON,10.2,NON,NON,NON,NORMALE,0
Laâyoune-Sakia El Hamra,UNIVERSITE_PRIVEE,INFORMATIQUE,L3,8.13,9.84,30.2,0,MOYENNE,OUI,19.7,OUI,NON,OUI,REDOUBLEMENT,1
Dakhla-Oued Ed-Dahab,UNIVERSITE_PRIVEE,SCIENCES,L3,9.88,7.36,20.7,4,MOYENNE,OUI,1.5,OUI,NON,NON,DIFFICULTE,1
Dakhla-Oued Ed-Dahab,UNIVERSITE_PRIVEE,ECONOMIE,M1,10.48,9.1,26.8,0,ELEVEE,NON,11.7,OUI,NON,NON,NORMALE,1
Rabat-Salé-Kénitra,IUT,INGENIERIE,L1,13.0,14.95,10.7,2,ELEVEE,OUI,0.3,NON,NON,NON,NORMALE,0
Béni Mellal-Khénifra,UNIVERSITE_PRIVEE,INGENIERIE,M1,15.13,14.91,22.6,1,ELEVEE,NON,5.2,OUI,NON,NON,REDOUBLEMENT,0
Oriental,UNIVERSITE_PRIVEE,LETTRES,L1,13.66,11.41,6.0,2,ELEVEE,NON,1.5,OUI,NON,OUI,REDOUBLEMENT,0
Béni Mellal-Khénifra,UNIVERSITE_PRIVEE,LETTRES,L2,13.4,11.76,8.3,2,MOYENNE,OUI,9.4,OUI,NON,NON,NORMALE,0
