secteur_activite,region,age_demandeur,statut_professionnel,revenu_mensuel_mad,charges_mensuelles_mad,montant_demande_mad,duree_credit_mois,anciennete_professionnelle_annees,credits_existants,incidents_paiement_24_mois,ratio_endettement,type_garantie,type_credit,defaut_paiement
SERVICES,Guelmim-Oued Noun,78,FONCTIONNAIRE,18250,10795,87755,12,45,4,4,0.619,NANTISSEMENT,CONSOMMATION,0
TECH,Casablanca-Settat,62,FONCTIONNAIRE,6910,2156,86394,60,35,1,0,0.28,HYPOTHEQUE,CONSOMMATION,0
SERVICES,Laâyoune-Sakia El Hamra,74,FONCTIONNAIRE,9976,3964,44217,36,45,5,0,0.383,HYPOTHEQUE,AUTO,0
SERVICES,Dakhla-Oued Ed-Dahab,56,INDEPENDANT,9852,2894,52309,24,29,2,0,0.394,CAUTION,IMMOBILIER,0
COMMERCE,Dakhla-Oued Ed-Dahab,59,SALARIE_CDD,4453,1682,55131,84,41,4,0,0.359,AUCUNE,CONSOMMATION,0
TECH,Rabat-Salé-Kénitra,70,SALARIE_CDI,7710,4508,19327,84,45,1,0,0.658,AUCUNE,PROFESSIONNEL,0
SERVICES,Tanger-Tétouan-Al Hoceïma,20,FONCTIONNAIRE,23651,5179,37718,36,0,5,0,0.308,AUCUNE,CONSOMMATION,0
INDUSTRIE,Marrakech-Safi,31,INDEPENDANT,5351,1583,67712,12,5,3,1,0.28,CAUTION,CONSOMMATION,0
TECH,Souss-Massa,30,SALARIE_CDI,10736,5343,10391,84,8,2,0,0.512,NANTISSEMENT,CONSOMMATION,0
AGRICULTURE,Dakhla-Oued Ed-Dahab,57,SALARIE_CDI,4820,1472,50500,120,32,1,0,0.282,HYPOTHEQUE,CONSOMMATION,0
COMMERCE,Guelmim-Oued Noun,33,INDEPENDANT,5326,1015,38598,120,10,4,1,0.192,AUCUNE,PROFESSIONNEL,1
SERVICES,Guelmim-Oued Noun,42,INDEPENDANT,4288,1446,56339,48,20,2,2,0.371,CAUTION,CONSOMMATION,0
SERVICES,Souss-Massa,49,FONCTIONNAIRE,12376,6042,14908,48,30,5,0,0.485,HYPOTHEQUE,CONSOMMATION,1
SERVICES,Dakhla-Oued Ed-Dahab,64,INDEPENDANT,5475,3515,21578,12,37,0,0,0.662,AUCUNE,IMMOBILIER,1
SERVICES,Dakhla-Oued Ed-Dahab,50,RETRAITE,14334,8544,13667,36,32,5,0,0.562,AUCUNE,AUTO,1
COMMERCE,Guelmim-Oued Noun,19,FONCTIONNAIRE,6380,2749,13564,60,0,1,3,0.387,CAUTION,CONSOMMATION,0
SERVICES,Guelmim-Oued Noun,61,SALARIE_CDI,8584,4624,64967,84,35,0,0,0.521,CAUTION,PROFESSIONNEL,0
COMMERCE,Béni Mellal-Khénifra,44,FONCTIONNAIRE,9751,4248,24047,36,21,2,1,0.444,CAUTION,AUTO,1
COMMERCE,Rabat-Salé-Kénitra,25,INDEPENDANT,3914,1554,22842,120,4,1,0,0.462,NANTISSEMENT,CONSOMMATION,1
COMMERCE,Fès-Meknès,59,FONCTIONNAIRE,8881,2090,77920,24,39,4,2,0.227,AUCUNE,CONSOMMATION,1
SERVICES,Guelmim-Oued Noun,35,SALARIE_CDI,9485,2808,28554,60,16,5,0,0.317,HYPOTHEQUE,CONSOMMATION,0
TECH,Fès-Meknès,47,INDEPENDANT,13535,5090,71297,60,27,3,4,0.33,CAUTION,IMMOBILIER,0
TECH,Marrakech-Safi,78,INDEPENDANT,5262,3382,17421,60,45,3,0,0.687,NANTISSEMENT,AUTO,1
TECH,Dakhla-Oued Ed-Dahab,32,SALARIE_CDD,5610,2549,28499,36,6,0,1,0.436,NANTISSEMENT,PROFESSIONNEL,0
SERVICES,Souss-Massa,73,RETRAITE,10903,6786,19265,60,45,1,0,0.612,HYPOTHEQUE,IMMOBILIER,0
SERVICES,Laâyoune-Sakia El Hamra,47,INDEPENDANT,15300,4274,53291,24,23,3,0,0.283,CAUTION,AUTO,0
AGRICULTURE,Fès-Meknès,76,INDEPENDANT,6207,1145,31419,84,45,4,0,0.158,HYPOTHEQUE,IMMOBILIER,1
INDUSTRIE,Tanger-Tétouan-Al Hoceïma,71,RETRAITE,4648,2971,60584,60,45,2,0,0.585,AUCUNE,AUTO,0
INDUSTRIE,Tanger-Tétouan-Al Hoceïma,70,SALARIE_CDI,7027,2212,40417,36,43,4,0,0.338,AUCUNE,CONSOMMATION,0
COMMERCE,Tanger-Tétouan-Al Hoceïma,31,INDEPENDANT,5136,2145,9300,36,10,2,0,0.464,NANTISSEMENT,PROFESSIONNEL,1
COMMERCE,Souss-Massa,67,SALARIE_CDD,9691,1798,30186,12,44,5,0,0.12,NANTISSEMENT,CONSOMMATION,0
AGRICULTURE,Fès-Meknès,41,INDEPENDANT,4984,2892,12397,12,14,0,1,0.594,CAUTION,CONSOMMATION,0
INDUSTRIE,Guelmim-Oued Noun,75,INDEPENDANT,12554,1887,46284,36,45,5,0,0.163,CAUTION,IMMOBILIER,0
AGRICULTURE,Fès-Meknès,80,INDEPENDANT,8917,5377,53564,24,45,3,3,0.586,HYPOTHEQUE,PROFESSIONNEL,0
SERVICES,Souss-Massa,56,INDEPENDANT,12732,2963,57598,60,31,5,0,0.215,CAUTION,CONSOMMATION,0
COMMERCE,Laâyoune-Sakia El Hamra,75,INDEPENDANT,2723,658,33323,48,45,1,4,0.296,AUCUNE,PROFESSIONNEL,1
COMMERCE,Souss-Massa,51,SALARIE_CDI,3673,2068,11586,24,33,0,0,0.672,AUCUNE,AUTO,1
SERVICES,Casablanca-Settat,20,SALARIE_CDD,14497,4974,42054,60,1,1,1,0.409,HYPOTHEQUE,CONSOMMATION,0
SERVICES,Casablanca-Settat,73,SALARIE_CDI,5862,1630,48291,60,45,3,1,0.306,AUCUNE,CONSOMMATION,1
INDUSTRIE,Souss-Massa,51,INDEPENDANT,4189,1878,31959,48,31,4,0,0.508,HYPOTHEQUE,PROFESSIONNEL,1
AGRICULTURE,Béni Mellal-Khénifra,20,FONCTIONNAIRE,7397,2050,38555,60,0,4,0,0.302,NANTISSEMENT,CONSOMMATION,1
COMMERCE,Dakhla-Oued Ed-Dahab,22,FONCTIONNAIRE,9037,2650,9686,120,0,0,0,0.26,AUCUNE,CONSOMMATION,0
AGRICULTURE,Rabat-Salé-Kénitra,63,SALARIE_CDI,7547,1304,38039,60,39,2,3,0.192,CAUTION,IMMOBILIER,0
TECH,Oriental,76,FONCTIONNAIRE,10003,4198,33662,36,45,4,3,0.353,CAUTION,IMMOBILIER,0
COMMERCE,Fès-Meknès,61,SALARIE_CDD,9411,2021,15539,60,39,4,0,0.178,HYPOTHEQUE,CONSOMMATION,0
TECH,Souss-Massa,45,RETRAITE,9192,5226,52564,120,24,2,0,0.616,AUCUNE,IMMOBILIER,0
SERVICES,Souss-Massa,37,INDEPENDANT,14865,7812,25694,60,16,2,0,0.517,CAUTION,CONSOMMATION,0
SERVICES,Fès-Meknès,44,FONCTIONNAIRE,8052,2357,42633,48,23,1,0,0.252,CAUTION,CONSOMMATION,0
TECH,Casablanca-Settat,38,INDEPENDANT,7946,3313,51105,12,17,1,0,0.387,AUCUNE,CONSOMMATION,0
TECH,Casablanca-Settat,35,SALARIE_CDI,11629,5102,45714,60,14,3,1,0.378,CAUTION,IMMOBILIER,1
SERVICES,Oriental,26,SALARIE_CDI,10391,5021,14206,84,5,2,2,0.5,CAUTION,CONSOMMATION,1
COMMERCE,Marrakech-Safi,53,FONCTIONNAIRE,5398,1940,27754,48,30,1,0,0.338,CAUTION,IMMOBILIER,1
COMMERCE,Fès-Meknès,31,INDEPENDANT,7774,3702,161236,60,8,0,0,0.464,CAUTION,IMMOBILIER,0
TECH,Rabat-Salé-Kénitra,27,SALARIE_CDI,9869,2316,96459,12,0,5,0,0.256,HYPOTHEQUE,IMMOBILIER,1
COMMERCE,Casablanca-Settat,35,SALARIE_CDI,6223,2399,65132,120,16,4,1,0.403,CAUTION,CONSOMMATION,1
INDUSTRIE,Rabat-Salé-Kénitra,68,FONCTIONNAIRE,6357,1252,44004,36,41,0,0,0.138,AUCUNE,AUTO,0
INDUSTRIE,Tanger-Tétouan-Al Hoceïma,54,SALARIE_CDI,4332,2688,18185,120,28,3,0,0.563,CAUTION,PROFESSIONNEL,1
INDUSTRIE,Rabat-Salé-Kénitra,48,SALARIE_CDD,2500,877,32416,60,21,4,0,0.347,AUCUNE,CONSOMMATION,0
COMMERCE,Marrakech-Safi,55,SALARIE_CDD,6848,3141,27019,84,29,3,0,0.491,AUCUNE,IMMOBILIER,0
TECH,Fès-Meknès,53,RETRAITE,8581,3389,34225,24,29,4,1,0.362,HYPOTHEQUE,IMMOBILIER,0
INDUSTRIE,Fès-Meknès,49,SALARIE_CDI,4950,809,13193,24,27,3,0,0.137,AUCUNE,IMMOBILIER,0
SERVICES,Casablanca-Settat,70,SALARIE_CDI,15064,2732,70838,36,43,1,0,0.188,NANTISSEMENT,IMMOBILIER,1
SERVICES,Rabat-Salé-Kénitra,64,SALARIE_CDI,5059,1428,5538,24,38,2,1,0.288,AUCUNE,IMMOBILIER,0
TECH,Dakhla-Oued Ed-Dahab,29,SALARIE_CDI,12218,5956,66170,60,8,4,1,0.485,NANTISSEMENT,IMMOBILIER,1
TECH,Drâa-Tafilalet,69,INDEPENDANT,9783,4605,67061,24,45,5,0,0.49,CAUTION,IMMOBILIER,1
SERVICES,Rabat-Salé-Kénitra,29,SALARIE_CDD,21576,5264,185125,84,10,2,2,0.199,CAUTION,CONSOMMATION,0
SERVICES,Fès-Meknès,22,SALARIE_CDI,10331,4074,30490,24,0,2,1,0.47,HYPOTHEQUE,IMMOBILIER,0
COMMERCE,Tanger-Tétouan-Al Hoceïma,44,RETRAITE,4227,1410,25236,48,17,5,2,0.319,AUCUNE,CONSOMMATION,1
SERVICES,Laâyoune-Sakia El Hamra,42,INDEPENDANT,13023,5656,39507,36,16,1,3,0.518,HYPOTHEQUE,CONSOMMATION,0
TECH,Laâyoune-Sakia El Hamra,67,SALARIE_CDI,17395,5520,53738,84,41,2,1,0.209,NANTISSEMENT,IMMOBILIER,0
INDUSTRIE,Guelmim-Oued Noun,61,SALARIE_CDI,3650,2183,34093,36,35,4,0,0.513,AUCUNE,IMMOBILIER,1
SERVICES,Rabat-Salé-Kénitra,21,INDEPENDANT,10803,4172,15865,84,0,1,1,0.382,AUCUNE,CONSOMMATION,1
AGRICULTURE,Souss-Massa,49,FONCTIONNAIRE,11934,4335,53689,120,23,3,0,0.413,CAUTION,AUTO,0
SERVICES,Souss-Massa,68,RETRAITE,7363,3694,36299,48,45,5,0,0.513,HYPOTHEQUE,PROFESSIONNEL,0
INDUSTRIE,Béni Mellal-Khénifra,64,SALARIE_CDI,2725,1472,17931,12,41,5,0,0.535,AUCUNE,CONSOMMATION,0
SERVICES,Laâyoune-Sakia El Hamra,49,INDEPENDANT,7093,2616,11645,60,28,3,0,0.383,AUCUNE,AUTO,1
SERVICES,Fès-Meknès,56,SALARIE_CDI,6239,1276,204483,60,36,0,0,0.203,CAUTION,CONSOMMATION,0
SERVICES,Oriental,53,SALARIE_CDI,16129,3106,65019,12,31,4,1,0.291,AUCUNE,PROFESSIONNEL,0
SERVICES,Fès-Meknès,32,INDEPENDANT,7786,2440,53721,48,7,5,4,0.288,AUCUNE,CONSOMMATION,1
SERVICES,Marrakech-Safi,53,INDEPENDANT,6731,3475,33507,12,27,2,1,0.58,NANTISSEMENT,CONSOMMATION,1
SERVICES,Fès-Meknès,60,SALARIE_CDI,6223,2967,58864,24,37,4,0,0.44,CAUTION,PROFESSIONNEL,0
COMMERCE,Drâa-Tafilalet,21,SALARIE_CDI,9382,2757,17386,60,0,2,2,0.279,CAUTION,IMMOBILIER,0
COMMERCE,Souss-Massa,61,INDEPENDANT,8313,1265,41755,48,37,5,5,0.104,HYPOTHEQUE,CONSOMMATION,1
INDUSTRIE,Drâa-Tafilalet,33,SALARIE_CDI,5679,2677,43049,60,11,5,0,0.514,AUCUNE,AUTO,1
INDUSTRIE,Drâa-Tafilalet,18,SALARIE_CDI,9125,3944,17689,36,0,3,3,0.493,HYPOTHEQUE,IMMOBILIER,1
COMMERCE,Tanger-Tétouan-Al Hoceïma,65,SALARIE_CDI,6306,3382,33755,36,45,3,1,0.528,CAUTION,IMMOBILIER,1
TECH,Dakhla-Oued Ed-Dahab,42,SALARIE_CDI,2524,1245,27203,12,20,4,0,0.521,AUCUNE,PROFESSIONNEL,1
TECH,Casablanca-Settat,43,INDEPENDANT,10945,2993,21274,60,18,4,0,0.28,CAUTION,CONSOMMATION,1
SERVICES,Laâyoune-Sakia El Hamra,57,SALARIE_CDI,10487,5416,24905,48,34,1,1,0.546,CAUTION,CONSOMMATION,0
SERVICES,Casablanca-Settat,53,FONCTIONNAIRE,8865,3486,10995,12,29,5,4,0.452,NANTISSEMENT,AUTO,0
SERVICES,Tanger-Tétouan-Al Hoceïma,57,FONCTIONNAIRE,6640,2904,76417,12,32,3,0,0.38,AUCUNE,CONSOMMATION,0
SERVICES,Guelmim-Oued Noun,77,SALARIE_CDI,7845,2577,108405,84,45,4,3,0.276,AUCUNE,IMMOBILIER,1
COMMERCE,Drâa-Tafilalet,59,FONCTIONNAIRE,11716,6389,18988,84,33,0,0,0.518,AUCUNE,CONSOMMATION,0
INDUSTRIE,Fès-Meknès,20,SALARIE_CDI,6098,1513,78984,36,0,4,0,0.226,NANTISSEMENT,CONSOMMATION,0
SERVICES,Laâyoune-Sakia El Hamra,32,INDEPENDANT,11930,3010,35511,120,12,1,1,0.263,CAUTION,CONSOMMATION,0
INDUSTRIE,Rabat-Salé-Kénitra,46,INDEPENDANT,4173,1121,36057,48,25,0,0,0.269,CAUTION,PROFESSIONNEL,0
COMMERCE,Drâa-Tafilalet,47,INDEPENDANT,8740,4761,14666,48,22,4,0,0.535,CAUTION,PROFESSIONNEL,1
SERVICES,Oriental,40,SALARIE_CDD,8198,4214,24577,120,16,1,0,0.51,AUCUNE,IMMOBILIER,1
TECH,Marrakech-Safi,29,INDEPENDANT,12724,3624,52731,60,11,1,0,0.296,CAUTION,PROFESSIONNEL,0
SERVICES,Dakhla-Oued Ed-Dahab,24,FONCTIONNAIRE,5359,1189,18348,48,6,4,0,0.184,CAUTION,IMMOBILIER,0
AGRICULTURE,Guelmim-Oued Noun,27,SALARIE_CDD,5628,924,21608,12,3,2,1,0.058,NANTISSEMENT,AUTO,1
SERVICES,Casablanca-Settat,77,SALARIE_CDI,4326,2128,25446,48,45,5,0,0.447,HYPOTHEQUE,CONSOMMATION,0
TECH,Rabat-Salé-Kénitra,42,SALARIE_CDI,6279,2634,5000,36,21,3,0,0.475,CAUTION,AUTO,0
AGRICULTURE,Casablanca-Settat,78,SALARIE_CDI,9090,4556,45697,12,45,2,0,0.372,HYPOTHEQUE,AUTO,0
AGRICULTURE,Tanger-Tétouan-Al Hoceïma,39,SALARIE_CDI,3608,1819,56720,48,14,4,1,0.561,AUCUNE,AUTO,1
TECH,Souss-Massa,37,RETRAITE,6639,3800,46874,12,10,4,3,0.544,CAUTION,CONSOMMATION,1
TECH,Drâa-Tafilalet,48,RETRAITE,10666,3818,70262,120,22,3,1,0.401,HYPOTHEQUE,CONSOMMATION,1
COMMERCE,Drâa-Tafilalet,77,SALARIE_CDI,7736,4360,26614,120,45,0,0,0.513,HYPOTHEQUE,PROFESSIONNEL,0
TECH,Casablanca-Settat,53,RETRAITE,8382,3084,129034,84,35,1,0,0.243,HYPOTHEQUE,IMMOBILIER,0
SERVICES,Souss-Massa,20,INDEPENDANT,4114,2073,20103,120,0,0,2,0.461,NANTISSEMENT,PROFESSIONNEL,0
COMMERCE,Guelmim-Oued Noun,35,SALARIE_CDD,7746,3296,31035,84,15,3,0,0.419,CAUTION,IMMOBILIER,0
COMMERCE,Laâyoune-Sakia El Hamra,79,RETRAITE,8208,5013,28962,84,45,0,0,0.63,AUCUNE,CONSOMMATION,0
TECH,Fès-Meknès,27,INDEPENDANT,7528,2522,41374,12,1,5,1,0.264,HYPOTHEQUE,CONSOMMATION,1
COMMERCE,Casablanca-Settat,70,FONCTIONNAIRE,8680,4296,30709,120,45,0,0,0.514,AUCUNE,PROFESSIONNEL,0
INDUSTRIE,Rabat-Salé-Kénitra,76,SALARIE_CDI,7051,3166,33791,24,45,3,0,0.45,AUCUNE,CONSOMMATION,0
COMMERCE,Tanger-Tétouan-Al Hoceïma,31,SALARIE_CDI,6600,4286,22586,12,13,0,1,0.619,AUCUNE,IMMOBILIER,0
SERVICES,Souss-Massa,53,INDEPENDANT,5075,957,26717,120,28,5,0,0.194,AUCUNE,PROFESSIONNEL,0
SERVICES,Tanger-Tétouan-Al Hoceïma,55,SALARIE_CDI,12563,5641,7601,84,34,0,0,0.453,CAUTION,PROFESSIONNEL,0
COMMERCE,Rabat-Salé-Kénitra,68,SALARIE_CDI,4666,1242,63685,60,45,4,1,0.293,CAUTION,CONSOMMATION,1
INDUSTRIE,Tanger-Tétouan-Al Hoceïma,68,SALARIE_CDI,8700,5151,17758,12,45,4,0,0.602,AUCUNE,CONSOMMATION,1
SERVICES,Fès-Meknès,21,SALARIE_CDD,18323,10027,25759,36,0,3,0,0.553,AUCUNE,CONSOMMATION,1
INDUSTRIE,Souss-Massa,38,SALARIE_CDD,13302,6397,17295,60,14,2,0,0.58,NANTISSEMENT,PROFESSIONNEL,1
INDUSTRIE,Casablanca-Settat,77,RETRAITE,10191,3976,54110,60,45,5,0,0.293,AUCUNE,IMMOBILIER,1
INDUSTRIE,Guelmim-Oued Noun,40,SALARIE_CDD,9067,4449,24826,84,14,3,5,0.426,CAUTION,CONSOMMATION,1
INDUSTRIE,Souss-Massa,33,INDEPENDANT,7650,3268,6567,24,7,0,0,0.482,CAUTION,IMMOBILIER,1
COMMERCE,Fès-Meknès,57,FONCTIONNAIRE,5401,1586,44202,60,39,2,4,0.22,CAUTION,PROFESSIONNEL,1
INDUSTRIE,Laâyoune-Sakia El Hamra,30,FONCTIONNAIRE,7228,4046,21524,12,5,3,3,0.605,CAUTION,CONSOMMATION,1
AGRICULTURE,Drâa-Tafilalet,27,SALARIE_CDI,10495,4264,35726,24,1,2,3,0.422,CAUTION,PROFESSIONNEL,0
AGRICULTURE,Rabat-Salé-Kénitra,68,SALARIE_CDI,9656,2690,65025,12,44,2,0,0.213,CAUTION,IMMOBILIER,1
COMMERCE,Rabat-Salé-Kénitra,25,INDEPENDANT,11556,5572,18192,120,3,0,1,0.532,HYPOTHEQUE,CONSOMMATION,1
INDUSTRIE,Casablanca-Settat,74,INDEPENDANT,14029,2235,35045,36,45,1,1,0.219,AUCUNE,IMMOBILIER,0
COMMERCE,Oriental,33,SALARIE_CDD,7545,3848,21159,48,15,3,0,0.512,CAUTION,PROFESSIONNEL,0
TECH,Tanger-Tétouan-Al Hoceïma,24,INDEPENDANT,8834,3403,72451,12,6,5,0,0.38,HYPOTHEQUE,IMMOBILIER,1
COMMERCE,Tanger-Tétouan-Al Hoceïma,64,INDEPENDANT,3448,1611,38379,120,45,0,4,0.532,HYPOTHEQUE,PROFESSIONNEL,1
TECH,Oriental,29,SALARIE_CDI,22366,5113,35733,36,4,1,0,0.144,CAUTION,CONSOMMATION,0
COMMERCE,Oriental,41,FONCTIONNAIRE,6726,3424,15235,48,23,5,2,0.544,CAUTION,CONSOMMATION,1
COMMERCE,Casablanca-Settat,40,INDEPENDANT,10865,5559,61398,36,22,2,0,0.44,CAUTION,IMMOBILIER,1
INDUSTRIE,Rabat-Salé-Kénitra,49,INDEPENDANT,6724,3502,67102,36,26,1,0,0.55,CAUTION,CONSOMMATION,0
TECH,Guelmim-Oued Noun,47,SALARIE_CDI,6654,2552,21241,36,24,3,0,0.377,CAUTION,AUTO,0
SERVICES,Dakhla-Oued Ed-Dahab,30,SALARIE_CDI,7283,3425,40446,120,10,1,2,0.469,NANTISSEMENT,IMMOBILIER,1
COMMERCE,Laâyoune-Sakia El Hamra,32,SALARIE_CDD,4627,1965,54808,12,6,5,0,0.507,HYPOTHEQUE,IMMOBILIER,0
TECH,Laâyoune-Sakia El Hamra,30,SALARIE_CDI,2654,707,171542,84,8,1,2,0.188,HYPOTHEQUE,PROFESSIONNEL,0
SERVICES,Souss-Massa,21,SALARIE_CDI,13655,2205,47753,24,0,3,2,0.197,AUCUNE,AUTO,1
COMMERCE,Guelmim-Oued Noun,58,FONCTIONNAIRE,10359,3696,36305,12,33,0,0,0.353,AUCUNE,IMMOBILIER,0
SERVICES,Laâyoune-Sakia El Hamra,47,FONCTIONNAIRE,5366,2991,32567,120,23,5,0,0.562,HYPOTHEQUE,IMMOBILIER,0
TECH,Laâyoune-Sakia El Hamra,24,SALARIE_CDI,9930,3089,33951,48,2,1,0,0.354,HYPOTHEQUE,CONSOMMATION,1
SERVICES,Rabat-Salé-Kénitra,38,FONCTIONNAIRE,11740,6158,62138,120,15,4,2,0.565,HYPOTHEQUE,IMMOBILIER,0
AGRICULTURE,Rabat-Salé-Kénitra,60,SALARIE_CDI,5932,2787,19586,12,41,5,2,0.501,HYPOTHEQUE,IMMOBILIER,0
SERVICES,Tanger-Tétouan-Al Hoceïma,35,SALARIE_CDD,9753,3186,69764,12,11,3,0,0.283,CAUTION,CONSOMMATION,1
AGRICULTURE,Oriental,43,INDEPENDANT,12747,1916,12346,120,17,0,1,0.181,AUCUNE,PROFESSIONNEL,0
TECH,Dakhla-Oued Ed-Dahab,64,INDEPENDANT,4242,1550,57898,24,40,2,3,0.403,CAUTION,CONSOMMATION,0
COMMERCE,Fès-Meknès,60,SALARIE_CDI,10301,3569,70359,48,40,2,0,0.372,HYPOTHEQUE,PROFESSIONNEL,0
TECH,Guelmim-Oued Noun,62,INDEPENDANT,9547,2094,63852,24,35,0,0,0.251,HYPOTHEQUE,CONSOMMATION,0
TECH,Laâyoune-Sakia El Hamra,42,INDEPENDANT,18887,10565,43883,24,17,2,0,0.564,CAUTION,PROFESSIONNEL,0
AGRICULTURE,Dakhla-Oued Ed-Dahab,48,FONCTIONNAIRE,10411,6535,47879,60,21,3,0,0.57,NANTISSEMENT,PROFESSIONNEL,0
SERVICES,Marrakech-Safi,71,RETRAITE,6735,1419,27443,12,45,4,0,0.19,CAUTION,CONSOMMATION,0
COMMERCE,Marrakech-Safi,72,SALARIE_CDI,7095,1884,16523,84,45,1,3,0.242,CAUTION,PROFESSIONNEL,0
SERVICES,Marrakech-Safi,21,SALARIE_CDI,20141,9391,43252,36,0,3,0,0.468,AUCUNE,CONSOMMATION,1
COMMERCE,Drâa-Tafilalet,70,INDEPENDANT,6907,4320,38112,120,44,4,2,0.606,CAUTION,IMMOBILIER,1
SERVICES,Drâa-Tafilalet,74,SALARIE_CDD,10549,6509,69326,36,45,0,5,0.707,AUCUNE,IMMOBILIER,0
COMMERCE,Tanger-Tétouan-Al Hoceïma,77,SALARIE_CDI,7279,4481,32896,84,45,2,0,0.638,CAUTION,AUTO,0
COMMERCE,Rabat-Salé-Kénitra,34,SALARIE_CDI,13181,4878,40590,120,7,0,2,0.367,CAUTION,CONSOMMATION,1
COMMERCE,Oriental,49,SALARIE_CDI,13478,8666,44409,60,24,4,1,0.657,CAUTION,CONSOMMATION,0
COMMERCE,Drâa-Tafilalet,20,SALARIE_CDI,8021,2666,54213,120,1,3,0,0.354,AUCUNE,AUTO,1
TECH,Souss-Massa,24,SALARIE_CDI,6748,1305,70546,84,0,3,0,0.302,HYPOTHEQUE,CONSOMMATION,0
TECH,Fès-Meknès,53,RETRAITE,6676,3353,18627,48,30,4,0,0.525,CAUTION,PROFESSIONNEL,1
COMMERCE,Béni Mellal-Khénifra,30,SALARIE_CDI,3725,1595,59349,120,11,5,2,0.408,AUCUNE,AUTO,1
COMMERCE,Béni Mellal-Khénifra,32,INDEPENDANT,8478,4661,32004,120,7,3,4,0.499,AUCUNE,PROFESSIONNEL,1
AGRICULTURE,Béni Mellal-Khénifra,36,SALARIE_CDI,8402,3870,56944,120,9,1,0,0.472,AUCUNE,CONSOMMATION,1
SERVICES,Laâyoune-Sakia El Hamra,46,SALARIE_CDI,5612,3145,102225,84,20,3,0,0.663,CAUTION,CONSOMMATION,0
SERVICES,Fès-Meknès,27,INDEPENDANT,3549,1143,8301,12,8,4,0,0.314,AUCUNE,AUTO,0
SERVICES,Béni Mellal-Khénifra,68,SALARIE_CDI,8891,2614,84975,84,44,5,2,0.247,AUCUNE,AUTO,0
COMMERCE,Laâyoune-Sakia El Hamra,60,SALARIE_CDI,9411,4975,33427,24,41,3,0,0.578,CAUTION,CONSOMMATION,0
INDUSTRIE,Marrakech-Safi,67,INDEPENDANT,9678,3860,19954,24,43,2,0,0.405,CAUTION,IMMOBILIER,0
TECH,Fès-Meknès,76,SALARIE_CDI,5190,1244,26735,84,45,2,3,0.158,HYPOTHEQUE,CONSOMMATION,1
COMMERCE,Casablanca-Settat,55,SALARIE_CDI,9687,3269,17641,84,28,1,0,0.348,AUCUNE,IMMOBILIER,0
INDUSTRIE,Tanger-Tétouan-Al Hoceïma,40,RETRAITE,7477,4115,51805,12,22,1,0,0.607,AUCUNE,PROFESSIONNEL,0
AGRICULTURE,Casablanca-Settat,79,SALARIE_CDD,11956,7317,17600,120,45,4,0,0.507,AUCUNE,CONSOMMATION,1
TECH,Drâa-Tafilalet,53,FONCTIONNAIRE,5226,2771,84375,60,28,5,0,0.566,AUCUNE,CONSOMMATION,0
SERVICES,Rabat-Salé-Kénitra,47,SALARIE_CDI,13597,6922,58944,84,24,2,1,0.447,AUCUNE,CONSOMMATION,0
INDUSTRIE,Drâa-Tafilalet,44,SALARIE_CDI,15986,8885,42574,120,22,3,3,0.546,HYPOTHEQUE,AUTO,0
INDUSTRIE,Oriental,20,SALARIE_CDD,8538,2137,8732,48,0,5,1,0.227,AUCUNE,CONSOMMATION,1
SERVICES,Dakhla-Oued Ed-Dahab,78,FONCTIONNAIRE,9717,4273,14389,36,45,2,0,0.495,AUCUNE,CONSOMMATION,0
SERVICES,Tanger-Tétouan-Al Hoceïma,69,SALARIE_CDI,11531,5155,34334,12,45,4,2,0.497,CAUTION,CONSOMMATION,1
AGRICULTURE,Tanger-Tétouan-Al Hoceïma,62,INDEPENDANT,5107,3181,35669,84,41,4,0,0.555,CAUTION,IMMOBILIER,1
INDUSTRIE,Marrakech-Safi,31,INDEPENDANT,6511,1026,70113,36,10,4,2,0.058,HYPOTHEQUE,AUTO,1
INDUSTRIE,Oriental,76,FONCTIONNAIRE,8803,5592,5000,36,45,3,2,0.56,CAUTION,AUTO,0
TECH,Marrakech-Safi,29,SALARIE_CDD,20173,10349,21345,60,5,5,2,0.534,NANTISSEMENT,IMMOBILIER,1
COMMERCE,Rabat-Salé-Kénitra,33,FONCTIONNAIRE,4730,763,65249,36,12,2,1,0.047,HYPOTHEQUE,CONSOMMATION,1
AGRICULTURE,Dakhla-Oued Ed-Dahab,22,INDEPENDANT,16932,6932,28680,12,1,4,4,0.377,CAUTION,CONSOMMATION,1
TECH,Drâa-Tafilalet,36,SALARIE_CDI,7428,1373,26183,120,17,1,3,0.231,CAUTION,CONSOMMATION,1
COMMERCE,Rabat-Salé-Kénitra,38,INDEPENDANT,7978,3604,11748,36,11,0,3,0.482,CAUTION,PROFESSIONNEL,1
INDUSTRIE,Béni Mellal-Khénifra,68,SALARIE_CDD,14018,5268,76189,84,45,4,0,0.291,AUCUNE,IMMOBILIER,0
AGRICULTURE,Fès-Meknès,38,RETRAITE,20124,10791,25862,60,15,2,0,0.546,HYPOTHEQUE,IMMOBILIER,0
TECH,Marrakech-Safi,78,RETRAITE,9801,4310,78088,24,45,4,5,0.392,HYPOTHEQUE,PROFESSIONNEL,0
AGRICULTURE,Souss-Massa,37,SALARIE_CDI,13686,7434,101319,120,13,2,0,0.511,AUCUNE,CONSOMMATION,1
